instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P16:status,P16:successful_repeats,P16:result,P32:status,P32:successful_repeats,P32:result,result_match,P16:matches_reference,P32:matches_reference,P16:wall_vs_Concorde_symmetric_change,P32:wall_vs_Concorde_symmetric_change,P16:wall_seconds,P32:wall_seconds,symmetric_change:wall_seconds,P16:branches,P32:branches,symmetric_change:branches,P16:nodes_expanded,P32:nodes_expanded,P16:pruned_by_bound,P32:pruned_by_bound,P16:pruned_infeasible,P32:pruned_infeasible,P16:root_potential_iterations,P32:root_potential_iterations,P16:search_node_potential_update_candidates,P32:search_node_potential_update_candidates,P16:search_node_potential_updates_triggered,P32:search_node_potential_updates_triggered,P16:search_node_potential_updates_skipped_total,P32:search_node_potential_updates_skipped_total,symmetric_change:search_node_potential_updates_skipped_total,P16:search_node_potential_iterations,P32:search_node_potential_iterations,P16:search_node_potential_updates_skipped_budget_exhausted,P32:search_node_potential_updates_skipped_budget_exhausted,P16:search_node_potential_updates_skipped_depth_interval,P32:search_node_potential_updates_skipped_depth_interval,P16:search_node_potential_updates_skipped_gap_above_maximum,P32:search_node_potential_updates_skipped_gap_above_maximum,P16:search_node_potential_updates_skipped_gap_below_minimum,P32:search_node_potential_updates_skipped_gap_below_minimum,P16:search_node_potential_updates_skipped_invalid_state,P32:search_node_potential_updates_skipped_invalid_state,P16:search_node_potential_updates_skipped_numerically_unsafe,P32:search_node_potential_updates_skipped_numerically_unsafe,P16:search_node_potential_updates_skipped_strategy_none,P32:search_node_potential_updates_skipped_strategy_none,P16:search_node_potential_updates_skipped_update_depth_zero,P32:search_node_potential_updates_skipped_update_depth_zero,P16:search_node_potential_updates_skipped_zero_iteration_limit,P32:search_node_potential_updates_skipped_zero_iteration_limit,P16:search_node_potential_updates_skipped_zero_violation,P32:search_node_potential_updates_skipped_zero_violation
eil101.tsp,ok,0.08340847492218018,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,3.7772527989540947,5.829813090715626,0.39846337027847767,0.5696642939001322,0.4296528524115173,669.0,695.0,0.038863976083707064,145.0,154.0,528.0,548.0,0.0,0.0,400.0,400.0,333.0,379.0,306.0,352.0,27.0,27.0,0.0,3068.0,5416.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.04456336051225662,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.62149913069182,1.4018720011208465,0.11682281084358692,0.10703548789024353,-0.09143998076020843,434.0,429.0,-0.011655011655011593,150.0,135.0,291.0,298.0,56.0,51.0,400.0,400.0,407.0,411.0,407.0,411.0,0.0,0.0,0.0,3861.0,6174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.05953832529485226,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,2.8970225777775553,3.3830817695751785,0.23202219791710377,0.26096134819090366,0.12472578285004943,461.0,454.0,-0.01541850220264318,132.0,135.0,336.0,328.0,0.0,0.0,364.0,364.0,331.0,304.0,322.0,295.0,9.0,9.0,0.0,3304.0,5287.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fri26.tsp,ok,0.03324941731989384,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.45747903449299576,-1.0784746619806227,0.022812964394688606,0.01599702797830105,-0.42607517006489837,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.18835646659135818,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,80.12385533087057,91.47385143660735,15.280202746391296,17.418047908693552,0.13990947618853733,17218.0,12407.0,-0.38776497138712007,5309.0,3833.0,12010.0,8620.0,0.0,0.0,400.0,400.0,15777.0,11445.0,15651.0,11321.0,126.0,124.0,-0.016129032258064502,140529.0,179449.0,0.0,0.0,0.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
gr137.tsp,ok,0.3520910255610943,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,606.8199948229736,191.96171384227145,214.00796533375978,67.94008772075176,-2.1499512660828186,227526.0,51113.0,-3.4514311427621154,80843.0,17260.0,148909.0,34040.0,2.0,0.0,400.0,400.0,210360.0,47121.0,210357.0,47117.0,3.0,4.0,0.33333333333333326,1969124.0,768553.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gr17.tsp,ok,0.02862764336168766,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,-1.0559970570038293,-0.07628818490139722,0.013923970982432365,0.02659849263727665,0.9102663077103155,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.011052632704377174,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,0.24993440163590597,0.35711311247680033,0.01381506584584713,0.014999672770500183,0.08574746858764715,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.028689557686448097,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,-0.408151092984975,-0.4489850154977706,0.02037391997873783,0.019799761474132538,-0.02899825360802466,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.09573289565742016,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.6647160557976584,1.9449781187160369,0.3508338797837496,0.28193128295242786,-0.24439500331344255,2354.0,1203.0,-0.9567747298420615,747.0,405.0,1619.0,800.0,0.0,0.0,334.0,334.0,2178.0,1124.0,2171.0,1117.0,7.0,7.0,0.0,19414.0,17868.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr96.tsp,ok,0.23831740580499172,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,26.411799302364894,14.128702865261973,6.532708898186684,3.6054332200437784,-0.811906780541441,14143.0,5119.0,-1.7628443055284233,5120.0,1765.0,9212.0,3384.0,2.0,0.0,319.0,319.0,12968.0,4732.0,12967.0,4731.0,1.0,1.0,0.0,123800.0,78352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hk48.tsp,ok,0.04591211676597595,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.6232672645610562,-0.645985186261536,0.028283769264817238,0.027893396094441414,-0.013995182553393715,21.0,18.0,-0.16666666666666674,9.0,7.0,12.0,11.0,2.0,1.0,100.0,100.0,15.0,13.0,15.0,13.0,0.0,0.0,0.0,139.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.11181685701012611,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,993.1753663402266,944.3905087016559,111.16556478105485,105.71059533022344,-0.051602863779084185,439737.0,406666.0,-0.08132226446272872,85517.0,74929.0,354732.0,331874.0,0.0,0.0,320.0,320.0,416167.0,384981.0,354691.0,323504.0,61476.0,61477.0,1.6266510508122778e-05,1638919.0,1648233.0,0.0,0.0,0.0,0.0,61476.0,61476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kroA150.tsp,ok,0.5374034084379673,26524.0,1.0,ok,1,26524.0,ok,1,26524.0,True,True,True,567.5478775029725,382.83147405509465,305.5395672302693,206.2723424229771,-0.4812435038127276,195936.0,89949.0,-1.1783010372544442,65126.0,28403.0,132011.0,61819.0,0.0,0.0,400.0,400.0,187178.0,86002.0,187168.0,85993.0,10.0,9.0,-0.11111111111111116,1761772.0,1426112.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
kroB100.tsp,ok,0.21567042730748653,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,300.27030584275656,127.6552513383196,64.97509559616446,27.747133031487465,-1.34168681580294,102594.0,29185.0,-2.5152989549426077,35753.0,9814.0,67570.0,19473.0,0.0,0.0,372.0,372.0,95965.0,27449.0,95959.0,27443.0,6.0,6.0,0.0,908300.0,459387.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroC100.tsp,ok,0.12055660411715508,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,164.98839922245043,154.80183995156986,20.01099773310125,18.782940739765763,-0.06538150816477528,37038.0,22282.0,-0.6622385782245759,11521.0,6636.0,25675.0,15700.0,0.0,0.0,301.0,301.0,34305.0,20676.0,34293.0,20664.0,12.0,12.0,0.0,304589.0,306097.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroD100.tsp,ok,0.1392245627939701,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,136.17078821931742,120.22240613489878,19.097543017938733,16.87713649496436,-0.13156298899620067,29829.0,16514.0,-0.8062855758750151,10043.0,5333.0,19997.0,11243.0,0.0,0.0,378.0,378.0,27892.0,15624.0,27595.0,15331.0,297.0,293.0,-0.013651877133105783,258196.0,248604.0,0.0,0.0,0.0,0.0,292.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
kroE100.tsp,ok,0.26656487211585045,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,490.4481303544916,391.56750240718867,131.00280801951885,104.64470607601106,-0.25188184793946466,663187.0,603657.0,-0.09861560455689244,140007.0,109411.0,524566.0,494438.0,1225.0,1328.0,729.0,729.0,612410.0,556471.0,530952.0,465965.0,81458.0,90506.0,0.11107564634535594,2633126.0,2157607.0,0.0,0.0,0.0,0.0,81458.0,90506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin105.tsp,ok,0.09504959546029568,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.1515761621402172,1.5738282486497037,0.20450644381344318,0.24464133381843567,0.19625244689895793,65.0,81.0,0.24615384615384617,18.0,26.0,47.0,55.0,0.0,0.0,333.0,333.0,33.0,51.0,31.0,51.0,2.0,0.0,,303.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
pr124.tsp,ok,0.5092240646481514,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,11.369932946626678,8.754945085509881,6.299067534506321,4.96745278686285,-0.2680679222890894,8174.0,3749.0,-1.18031475060016,2938.0,1387.0,5297.0,2374.0,0.0,0.0,341.0,341.0,7550.0,3497.0,7550.0,3497.0,0.0,0.0,0.0,71237.0,59072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.2033493872731924,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,3733.6664799832915,4036.836606571456,759.4421403743327,821.091599855572,0.08117729607531654,3137470.0,2709624.0,-0.1578986604783541,840927.0,681902.0,2312984.0,2032234.0,160.0,103.0,361.0,361.0,2898408.0,2519825.0,2665567.0,2286985.0,232841.0,232840.0,-4.294794708759042e-06,19459545.0,24908798.0,0.0,0.0,0.0,0.0,232840.0,232840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rat99.tsp,ok,1.2710327673703432,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-1.4951064443195712,-1.9852270832221426,0.5094102378934622,0.4257742315530777,-0.19643275741537747,844.0,412.0,-1.0485436893203883,262.0,139.0,590.0,277.0,0.0,0.0,400.0,400.0,694.0,345.0,693.0,345.0,1.0,0.0,,6622.0,5741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rd100.tsp,ok,0.09606701135635376,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,5.024328430289805,5.029035463757425,0.5787392277270555,0.579191418364644,0.0007813374589527022,667.0,507.0,-0.31558185404339256,227.0,161.0,449.0,347.0,0.0,0.0,400.0,400.0,552.0,376.0,541.0,364.0,11.0,12.0,0.09090909090909083,5288.0,6292.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
st70.tsp,ok,0.07336051017045975,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,15.252725343710992,5.369031439383052,1.192308222874999,0.4672353956848383,-1.5518362561710544,3585.0,977.0,-2.669396110542477,1295.0,329.0,2351.0,657.0,0.0,0.0,361.0,361.0,3293.0,857.0,3291.0,855.0,2.0,2.0,0.0,34226.0,15183.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.02214985154569149,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,0.0026348826916722246,0.3062492542011339,0.022208213806152344,0.028933227062225342,0.30281648559281993,8.0,5.0,-0.6000000000000001,4.0,3.0,3.0,3.0,5.0,3.0,100.0,100.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.13504626415669918,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,2934.270458040354,2538.469287138603,396.39730964787304,342.9458401687443,-0.15585979830759356,318695.0,190887.0,-0.6695479524535459,107596.0,60228.0,213299.0,131295.0,0.0,0.0,800.0,400.0,291848.0,177281.0,291823.0,177251.0,25.0,30.0,0.19999999999999996,2714296.0,2803552.0,0.0,0.0,0.0,0.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ulysses16.tsp,ok,0.03646428510546684,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-1.7443264064722355,-0.3789447599770315,0.013287153095006943,0.026443615555763245,0.9901641357395248,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.03916095197200775,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-2.164390645949189,-0.4290453021145808,0.012375511229038239,0.02740357629954815,1.2143389305201104,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.20501085184514523,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brg180.tsp,ok,0.20812725275754929,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,1.0714040137827396,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.47228593938052654,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.17204810306429863,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.6123605966567993,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr144.tsp,ok,0.294503515586257,58537.0,1.0,timeout,0,,ok,1,58537.0,,,True,,1142.454619292494,,336.7514052949846,,,175447.0,,,75900.0,,107786.0,,30.0,,400.0,,152770.0,,152750.0,,20.0,,,3157180.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
pr152.tsp,ok,0.8900012671947479,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.45648094080388546,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rat195.tsp,ok,2.894400419667363,2323.0,3.0,timeout,0,,ok,1,2323.0,,,True,,439.71336211903497,,1275.6009402703494,,,315708.0,,,111928.0,,205946.0,,6.0,,400.0,,300400.0,,300390.0,,10.0,,,5480655.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
si175.tsp,ok,2.043676285073161,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqf131.tsp,ok,0.3609807752072811,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
